DM_EVENT.date_ops_start,DM_ACTIVITY.activity_code,DM_ACTIVITY.activity_memo,LOSS_CIRCULATION
03/03/2014,P4F,"hold pjsm. nipple down bop and riser. terminate and exit control line at wellhead. install cement bonnet. rig up cement head and lines. *****rig release from at-20-g on 18-mar-2014 at 17:00 hrs***** plan: 11.37 days / actual: 14.44 days (+ 3.07 days) note: - unable to use ufr crane to install cement bonnet offline due to well spacing.  offline operations =============== circulate prior to cement job (700 lpm, 2910 psi), max gas 0.2%. flow line temp stabilize at 75 ?c. rig pump 1.59 m3 of base oil and pump 34.0 m3 1.50 sg ht-mcs-gs spacer. displace with 1.27 m3 of sea water. line up to cement unit. pressure test cement line to 5000 psi. mix and pump 41.2 m3 of 1.68 sg single gas tight slurry (use hole size = 6.6"", no excess). flush line with 0.79 m3 dw. drop wiper plug. displace with 11.6 m3 of 1.03 sg retarded brine. bump plug at 3270 psi with 159 lpm (calc 3092 psi). cip @ 23:51 hrs. pressure test tubing to 4000 psi/10 mins. attemp to perform inflow test 2000/1000 psi, observe dhsv not close (pressure build up after close dhsv and bleed off to 1000 psi. also no pressure increase after open dhsv). bleed off, fluid flow back 0.2 m3. check float holding_ok. est toc @ 1518 mmd (plan toc @ 1483 mmd). spacer return 11.0 m3. no losses during cement job. check dhsv hydraulic return 7500/5000 psi : 130/100 cc. cycle dhsv 10 times after cement wiper plug pass dhsv.",0.0
03/03/2014,P4F,"make up circulating swedge. circulate with 750 lpm, 2870 psi and 20 m pipe reciprocation. no mud losses. max gas 5.24%",0.0
03/03/2014,P4F,"continue to rih 2-7/8"" 6.4# 13cr l80 jfebear from 2175 mmd to 3739 mmd. no mud losses.  note: - running speed: 31 jph.",0.0
03/03/2014,F4,"pump 100 bbls of hi-vis sweep. circulate 10 mins with seawater. displace hole to 1.12 sg pac/phpa mud. drop carbide. circulate hole clean (2400 lpm/120-90 rpm/1400 psi). no mud losses.  note:      - average hole size by phpa mud on surface = 12.23"".                - average hole size by carbide lag check: 11.76"" (first) and 12"" (peak).               - bottoms up sample; 95% clay and 5% sand.               - reduce rpm from 120 to 90 due to vibration on mwd tools.",0.0
03/03/2014,P4F,"pick up and test shoe track_ok. rih 2-7/8"" 6.4# l80 completion to 760 mmd.  note:  - running speed: 32 jph.  00:00-06:00 hrs operations ======================= 00:00-05:00 hrs continue rih 2-7/8"" 6.4# l80 completion from 760 mmd to 1510 mmd and 2-7/8"" 6.4# 13cr l80 jfebear from 1510 mmd to 2175 mmd (inside 7"" shoe), break circulation (400 lpm, 760 psi). 05:00-06:00 hrs continue to rih 2-7/8"" 6.4# 13cr l80 jfebear from 2175 mmd to 2550 mmd. no mud losses.  note: - running speed: 32 jph.",0.0
03/03/2014,C2,"rig up cement head and lines. circulate bottom up prior to perform cement job (1000 lpm/480 psi), flow line temp stabilize at 45?c. max gas 11 %. no losses.",0.0
03/03/2014,C2,"line up to cement unit. pump 3.2 m3 of sw. pressure test line to 4500 psi. mix and pump 63.7 m3 of 1.50 sg (795 lpm) lead and follow with 7.9 m3 of 1.91 sg (560 lpm) tail slurry (use hole size = 12"", no excess). drop wiper plug. displace with 1.6 m3 of sw by cement unit. switch to rig pump (pump eff 97%). displace cement with 40.5 m3 (477 lpm) of sw. stop displace after pumping half shoe track volume, 1480 psi (cal 1454 psi). plug not bump. cip @ 12:40 hrs. bleed off pressure. check float holding_ok.  note: estimated toc by differential pressure @ 720 mmd and by volumetric @ 785 mmd (plan toc @ 700 mmd). 4.13 m3 losses during cement job.",4.13
03/03/2014,P4F,"pick up and test shoe track_ok. rih 2-7/8"" 6.4# l80 tpcq completion to 615 mmd.  00:00-06:00 hrs operations ======================= 00:00-04:00 hrs continue rih 2-7/8"" 6.4# l80 tpcq completion from 615 mmd to 1540 mmd and 2-7/8"" 6.4# 13cr l80 jfebear completion from 1540 mmd to 2148 mmd (inside 7"" shoe), break circulation (400 lpm, 800 psi). no mud losses. note: - average running speed 36 jt/hr. 04:00-06:00 hrs continue to rih 2-7/8"" 6.4# 13cr l80 jfebear completion from 2148 mmd to 2982 mmd. no mud losses.",0.0
03/03/2014,C2,"line up to cement unit. pump 3.2 m3 of sw. pressure test line to 4500 psi. mix and pump 50.9 m3 of 1.50 sg lead and follow with 11.1 m3 of 1.91 sg tail slurry (use hole size = 11.5"", no excess). drop wiper plug. displace with 1.6 m3 of sw by cement unit. switch to rig pump. displace cement with 39.7 m3 of sw. bump plug at 2955 stks with 2240 psi. pressure test casing to 3800 psi/10 min. cip @ 04:20 hrs. bleed off pressure. check float holding_ok. estimated top of cement by differential pressure 385 mmd (plan 700 mmd).  no loss during cement job.",0.0
03/03/2014,P4F,"continue to rih 2-7/8"" 6.4# 13cr l80 jfebear completion from 2148 mmd to 3762 mmd. no mud losses. note: - avg running speed 38 jph.",0.0
03/03/2014,P4F,"continue rih 2-7/8"" 6.4# l80 tpcq completion from 615 mmd to 1540 mmd and 2-7/8"" 6.4# 13cr l80 jfebear completion from 1540 mmd to 2148 mmd (inside 7"" shoe), break circulation (400 lpm, 800 psi). no mud losses. note: - avg running speed 36 jph.",0.0
03/03/2014,P4F,"hold pjsm. n/d bop and riser. terminate control line and install cement bonnet. rig up cement head and lines. *** rig release from at-20-f to at-20-j on 28 mar 2014 at 19:00 hrs *** (plan afe = 10.53 days/ actual = 10.46 days).  offline operations =============== circulate prior to cement job (850 lpm, 3300 psi), max gas 2.2%. flow line temp stabilize at 75 ?c. rig pump 1.59 m3 of base oil and pump 33.9 m3 1.42 sg ht-mcs-gs spacer. displace with 1.27 m3 of sea water. line up to cement unit. pressure test cement line to 5000 psi. mix and pump 39.9 m3 of 1.68 sg single gas tight slurry (use hole size = 6.4"", no excess). flush line with 0.79 m3 dw. drop wiper plug. displace with 11.8 m3 of 1.03 sg retarded brine. bump plug at 2915 psi with 159 lpm (calc 2774 psi). cip @ 01:30 hrs. pressure test tubing to 4000 psi/10 mins. perform inflow test,ok. bleed off, fluid flow back 0.2 m3. check float holding_ok. est toc @ 1370 mmd (plan toc @ 1451 mmd). spacer return 13.0 m3. no losses during cement job. check dhsv hydraulic return 7500/5000 psi : 130/110 cc. cycle dhsv 10 times after cement wiper plug pass dhsv.",0.0
03/03/2014,F3,"pump 100 bbls of hi-vis sweep. circulate sweep out with seawater. displace hole to 1.12 sg pac/phpa mud. drop carbide. circulate hole clean. no mud loss. note: - average hole size by hi-vis sweep =10.80""           - average hole size by phpa mud on surface = 11.30""           - bottoms up sample; 95% clay and 5% sand.           - average hole size by carbide lag check: 11.17"" (first) and 11.75"" (peak).",0.0
04/03/2014,F4,"pump 100 bbls of hi-vis sweep. circulate sweep out, drop carbide. circulate hole clean (2700 lpm/150 rpm/2400 psi). no mud losses.  note: - average hole size by sweep on surface = 10.89"".              - average hole size by carbide lag check: 10.5"" (first) and 10.72"" (peak).           - bottoms up sample; 90% clay and 10% sand.",0.0
04/03/2014,P4F,make up circulating swedge. circulate 2 bottoms up with 690 lpm/ 2900 psi  and 17m pipe reciprocation. no mud losses. max gas 3.3 %.,0.0
04/03/2014,P4F,"continue to rih 2-7/8"" 6.4# 13cr l80 jfebear from 2805 mmd to 4421 mmd. no mud losses.  note: - running speed: 33 jph.",0.0
04/03/2014,P1D,"nipple down bop and riser.   ******* rig release from at-20-d to at-20-l at 16:30 hrs ******    =====off-line operation=====  pressure test lines to 5000 psi. circulate 2 bottoms up, max gas 1.1%.  flow line temp stabilize at 68 ?c. rig pump 1.58 m3 of base oil and 45.7 m3 of 1.32 sg ht-mcs-gs spacer with 800 lpm. displace with 1.27 m3 of sw. line up to cement unit. mix and pump 43.9 m3 of 1.68 sg single gas tight slurry (use hole size = 6.75"", no excess) with 720 lpm. flush line with 0.79 m3 dw and 0.79 m3 brine. drop wiper plug. displace with 14.1 m3 (720 lpm) of 1.03 sg retarded brine. bump plug at 2670 psi with 240 lpm (calc 2430 psi). pressure test tubing to 4000 psi for 10 mins. cip @ 00:00 hrs. perform inflow test 2000/1000 psi for 5 mins. bleed off, fluid flow back 0.2 m3. check float holding_ok. est toc @ 1764 mmd (plan toc @ 2116.6 mmd). spacer return 22 m3. no losses during cement job. check dhsv hydraulic return 7500/5000 psi : 135/105 cc.  cycle dhsv 10 times after cement wiper plug pass dhsv.",0.0
04/03/2014,F1,"continue to drill 6-1/8"" directional hole (ags/ht mwd) from 3926 mmd to 4278 mmd/ 2966 mtvd with 1.27 sg sdf. max gas 74.7% @ 4084.5 mmd. bg 0.5%. bhct 158?c @ 4263.8 mmd. rotate: wob 14 klbs, 100-140 rpm, 950-1000 lpm, 3300 psi. total rotate: 363 m/19.3 hrs, avg rotate rop 18.8 m/hr.  p/u wt 240 klbs, s/o wt 130 klbs, rot wt 175 klbs, torque on/off bottom 11/8 kft-lbs. note:  - formation fm1 80-100%clay, tr-20%sst, tr lig.top of fm1 at 3400 mmd/2281.5 mtvd.           - formation fm0 30-70%clay, 30-70%sst, tr lig.top of fm0 at 4220 mmd/2919.8 mtvd.           - current well path: 7.61 m above and 16.32 m left of the plan well trajectory.           - obsreve mud loss with 8bbls/hr. cut back flow rate from 1000 lpm to 950 lpm.   00:00-06:00 hrs operations ======================= 00:00-06:00 hrs continue to drill 6-1/8"" directional hole (ags/ht mwd) from 4278 mmd to 4328 mmd/ 3006 mmd with 1.27 sg sdf.  max gas 3.15% @ 4289.5 mmd. bg 0.4%. bhct 159?c @ 4292.7 mmd. note: - formation fm0 30-70%clay, 30-70%sst, tr lig.top of fm0 at 4220 mmd/2919.8 mtvd.           - current well path: 7.03 m above and 19.3 m left of the plan well trajectory.",0.0
04/03/2014,F1,"continue to drill 8-1/2"" directional hole (rss/mwd) from 2466.3 mmd to 2787 mmd/1818.2 mtvd with pac/phpa mud.  bhct 75.3 ?c @ 2776.1 mmd. max gas 36.77 % @ 1560.5 mmd (coal). bg 6.0%.  rotate: wob 10-12 klbs, 150-160 rpm, 2700 lpm, spp 2340 psi.  total rotate: 1662 m/12.5 hrs, avg rotate rop 133 m/hr. p/u wt 215 klbs, s/o wt 105 klbs, rot wt 140 klbs, torque on/off bottom 19/17 kft-lbs. note: - pump 40 bbls of hi-vis phpa every stands after 1500 mmd.             - formation 2d 70-90%clay, 10-30%sst, tr-5% lig.top of 2d at 2320 mmd/1492 mtvd.          - formation 2c 60-90%clay, 10-30%sst, 5-10% lig.top of 2c at 2540 mmd/1706.6 mtvd.          - formation 2b 70-90%clay, 10-30%sst, tr lig.top of 2b at 2740 mmd/1782.4 mtvd.          - current well path: 4.24 m below and 1.72 m left of the plan well trajectory.          - control rop from 2728 mmd due to dls less than expect with 100% rss steering ratio.  00:00-06:00 hrs operations ======================= 00:00-05:15 hrs continue to drill 8-1/2"" directional hole (rss/mwd) from 2787 mmd to section td at 2871 mmd/ 1881.4 mtvd with pac/phpa mud. bhct 80?c @ 2776.1 mmd. max gas 4.84 % @ 2759.5 mmd (coal). bg 1.0% note: - pump 40 bbls of hi-vis phpa every stands after 1500 mmd.             - formation 2b 70-90%clay, 10-30%sst, tr lig.top of 2b at 2740 mmd/1782.4 mtvd.          - projection td: 2.12 m below and 9.15 m left of the plan well trajectory. 05:15-06:00 hrs pump 100 bbls of hi-vis sweep. circulate hole clean (2700 lpm/150 rpm/2400 psi). no mud losses.",0.0
19/03/2014,BN2,"perform cement plug#3 across 7"" casing shoe (1443 - 1242m). cement unit pump 10 bbls of drill water + retarder. pressure test surface line to 2500 psi, ok. mix & pump 25.6 bbls of 1.90 sg slurry (use hole size 6.24""+ 20% excess in open hole). pump 3 bbl of drill water + retarder. displace cement with 30.9 bbls of 1.45 sg sbm, 8 bbl under displacement. rig down pump in sub. loss 22 bbl.",3.4977206
19/03/2014,F1,"drill 6-1/8"" directional hole (motor/mwd/gr/res) from 1672 m to 2529 mmd/1746 mtvd w/ 1.12-1.18 sg rdf. no losses. bhct 107 ?c. well path @ midnight : 1.7 m below and 9.6 m left from plan. drilling parameters : rotate : wob 4-7 klbs, 1000 lpm, spp 2300/2700 psi(off/on), 80 rpm, 12/14 kft-lbs(off/on). slide : wob 2 klbs, 1000 lpm, spp 2300/2600 psi(off/on), rotate: 812.5 m/11.97 hrs. avg rop 97.9 m/hr.  slide 47.5 m/1.57 hrs. avg rop 30.3 m/hr. p/u 156 klbs, s/o 97 klbs, r/t 120 klbs. gas peak: 8.3% @ 2140.0 mmd/ 1675.3 mtvd. bg 1.9%. formation: fm2e (70-95%clyst, 5-30%sst, 0-5%coal). top of fm2d @ 2110 mmd/1488 mtvd(60-95%clyst, 5-40%sst, 0-10%coal). note: • at 2400 mmd/1650 mtvd, start increase mw from 1.12 sg to 1.15 sg.          • at 2500 mmd/1717 mtvd, start increase mw from 1.15 sg to 1.18 sg. ===00:00-06:00 hrs operation=== 00:00 - 06:00 hrs. cont to drill 6-1/8"" directional hole from 2529 m to td at 2746 mmd/ 1881 mtvd w/ 1.18 sg rdf. no losses. bhct 116 ?c. well path @ 06:00 am : 2.2 m below and 18.8 m left from plan. note: • avg hole size from propane 6.08"" at first, 6.14"" at peak.",0.0
19/03/2014,F3,"inject propane. circ hole clean and condition mud (600-800 lpm, 900-1250 psi, 150 rpm). max gas 1.8%, no losses. avg hole size from propane 6.07"" at first, 6.15"" at peak.",0.0
19/03/2014,F4,"circ bottoms up inside casing shoe (800-840 lpm, 1550-1650 psi, 0 rpm). no gas observed. no losses. mud check: • 20:50 hrs. sample from flow line : bucket test - ok (17 sec), flow cell test - ok (16 sec).",0.0
19/03/2014,F2A,"flow check - static. pump out  (500 lpm, 880 psi) from 2747 m to 1666 m (7"" shoe). no gas observed. no losses. mud check: • 19:20 hrs. sample from active pit : bucket test - ok (16 sec), flow cell test - ok (15 sec).",0.0
19/03/2014,F4,"cont to circ and condition mud (600-900 lpm, 1180-2260 psi, 60 rpm) meanwhile perform mud property check.   mud check: • 14:20 hrs. sample from active pit : bucket test - neg (>180 sec). • 15:40 hrs. sample from active pit : bucket test - ok (20 sec), flow cell test - ok (15 sec). • 16:20 hrs. sample from active pit : bucket test - ok (21 sec), flow cell test - ok (15 sec). • 16:20 hrs. sample from flow line : bucket test - ok (18 sec), flow cell test - ok (15 sec). note:  • stage pump up from 600 lpm to 900 lpm - no losses.             • observed pump-off gas 1% / 0.1% bg ( mw 1.25 sg).",0.0
19/03/2014,F4,"pump 4 m3 hi-vis rdf. displace hole to 1.25 sg clean rdf (600 lpm, 1150 psi, 60rpm). max gas 12%. note: reduce flow rate from 1000 lpm to 600 lpm when 1.25 sg clean rdf reach bit - no losses.",0.0
19/03/2014,F2B,"install diverter bag and auto slips. cont to rih 6-1/8"" motor bha from 300 m to 940 m, speed 22 std/hr. ===00:00-06:00 hrs operation=== 00:00 - 01:15 hrs. cont to rih 6-1/8"" motor bha from 940 m to 1604 m, speed 22 std/hr. 01:15 - 01:30 hrs. wash down (400 lpm, 350 psi) from 1604 to tag toc @ 1614 m w/ 8 klbs.  01:30 - 01:45 hrs. perform kick/choke drill. 01:45 - 03:15 hrs. drill out cement, fc(1653 m), fs (1666 m) and clean out rat hole to 1669 m. drill 3 m new formation to 1672 m. meanwhile start displace hole to 1.12 sg rdf when drill fc. 03:15 - 04:00 hrs. circ bottoms up condition mud prior to fit (1000 lpm, 1800 psi). 04:00 - 04:45 hrs. space out for fit. cement unit flush & test surface line 2000 psi. perform fit to 1.60 sg emw (1.12 sg , shoe 1214.3 mtvd, pressure 828 psi). total volume pump/return = 0.1/0.1 m3. 04:45 - 06:00 hrs. drill 6-1/8"" directional hole from 1672 m to 1750 mmd/1275 mtvd w/ 1.12 sg rdf. no losses. bhct 82.5 ?c. well path @ 6:00 am : 1 m below and 3 m left from plan.",0.0
19/03/2014,C2,"circulate hole clean and stabilize temperature at 40?c (900 lpm, 350 psi). max gas 6.5%. no losses. displace stand pipe no.1 with brine",0.0
19/03/2014,C2,"drop top plug. cement unit displace cement with 1.6 m3 of 1.12 sg nacl brine. rig cont to displace with 29.55 m3 of 1.12 sg nacl brine (636 lpm reducing to 477 lpm). switch to cement unit, final displace with  0.6 m3 of 1.12 nacl brine (1 m3 early than calc, total displace 31.75 m3). bump plug with 318 lpm, diff press 500 psi (calc diff press 400 psi). cip@06:58 hrs. cement unit cont to pump 0.17 m3 to pressure test casing 3000 psi and hold 10 min. bleed off pressure - float holding. bleed off volume 0.17 m3. total loss 4.7 m3 during cement job. note: - planned toc 700 m, est toc 445 m by volumetric.          - no cement observed on surface.",4.7
